MID Number,Story
4143,"After fighting over a 45-mile stretch of their border in January and February of 1995, Peru and Ecuador experienced rising tensions in the same area later that year. Following the ceasefire both sides withdrew from the disputed area and created a demilitarized zone. Ecuador subsequently claimed that Peru and Ecuador had engaged in isolated incidents at the disputed region on September 20 and 21. Peru initially denied that the incidents took place, but later confirmed the incidents and claimed Peruvian troops “took initiatives not approved by their superiors.” Both sides agreed in October to hold talks in January, but new incidents broke out before the talks could begin. On December 27, Peru claimed that Ecuadorean forces opened fire on its soldiers and violated its airspace. Peru placed its troops on immediate alert, cancelled New Year’s leave for troops along the border, and airlifted troops and supplies to the border zone. In early January, Peru claimed that an Ecuadorean aircraft violated its airspace and that Ecuadorean soldiers opened fire on a Peruvian post in the demilitarized zone. It was also then reported that Peru was massing troops along the border and Ecuador was erecting barricades. Talks began on January 16, 1996. On March 1 and March 4, both countries signed a memorandum of understanding to promote “mutual confidence.” Occasional incidents continued, though. On March 12, 1996, Peru claimed that an Ecuadorean airplane violated Peruvian airspace. On July 19, Ecuador began military exercises codenamed “Soberania” (sovereignty) in provinces neighboring Peru; Peru protested these exercises as a violation of the peace accord. By October 29, 1996, a procedural agreement for border talks was reached, although by the end of the year both sides had purchased advanced warplanes and tensions remained high."
4144,"Two years after their near-war in the Cordillera del Condor region, tensions rose again between Peru and Ecuador before any permanent agreement was reached. On May 13, 1997, Peruvian soldiers captured seven Ecuadorean soldiers. Peru claimed the soldiers had been planting mines four miles inside Peruvian territory. Ecuador, on the other hand, claimed that the soldiers had been deactivating mines on their side of the border when Peruvian soldiers entered Ecuador and kidnapped them. The seven soldiers were returned to Ecuador through the MOMEP international peacekeeping monitors on May 15. A month later, Ecuador claimed that a Peruvian helicopter violated Ecuadorean airspace on June 9, 1997. The border violation was photographed by Ecuadorean soldiers near Vega military base. Peru denied the accusations and claimed that its airspace had been violated by Ecuadorian aircraft 35 times, although there was no proof supporting these accusations. Between September 1-6 Peru held large-scale air, land, and naval exercises near the disputed border area. These exercises were described as “routine.” On October 19, according to Peruvian officials, two mortar grenades were launched from Ecuador against Peru’s Vencedores Guard Post; the first grenade was an illumination shell to help aim the second. Ecuadorian officials denied the incident took place. In order to avoid a major crisis, Peru and Ecuador sped up their negotiations to reach a permanent solution. Officials met in Brasilia from November 24-28. By January 19, 1998, a working timetable was agreed on. However, the May 30 deadline for signing a final agreement was delayed."
4145,"Nicaragua and Colombia were involved in a disagreement over territorial waters and fishing rights in the Caribbean Sea. This disagreement focused around the archipelago of San Andres and Providencia, which Colombia had obtained in a 1928 treaty. In April 1994, Nicaragua detained two Colombian fishing boats in the area, claiming that they were on Nicaraguan territorial waters for an undetermined period of time. Even though there do not appear to be any other related incidents, this was described as causing “a diplomatic conflict.” Despite Nicaraguan authorities announcing their willingness to solve the conflict peacefully, incidents continued to take place in the region."
4146,"Nicaragua-Costa Rica relations have been problematic in many issues. In January 1995, Costa Rica expelled thousands of illegal Nicaraguans residing in Costa Rica. Nicaraguan press claimed that Costa Rican farmers exploited and mistreated Nicaraguans. They also have different views on the navigation on San Juan border river. During the most recent of these disputes, according to Nicaraguan government, on March 3, 1995, 13 members of the Costa Rican civil guards crossed the border to Nicaragua while pursuing illegal immigrants. They were seized by Nicaraguan forces. In a retaliatory act, on March 5, 1995, two Nicaraguan policemen were arrested by Costa Rican authorities after they crossed the border “to get a drink of water.” By March 6, 1995, the two sides had exchanged their prisoners."
4147,"On July 16, 1998, an incident occurred over navigation rights on the San Juan River separating Nicaragua and Costa Rica. A Nicaraguan patrol boat stopped a Costa Rican patrol boat, claiming that Costa Rican guards were not allowed to carry weapons on the river, which belongs to Nicaragua. Following two weeks of protests, the two countries reached a new agreement on July 30, 1998. This new agreement allowed Costa Rican guards to carry weapons on the river, but also required them to report to various Nicaraguan military stations along the river. In August, following renewed Nicaraguan prohibition of Costa Rican moves with weapons on the San Juan River, Costa Rican President ordered a “heavy” military deployment on the border. Nicaragua reacted by suspending free navigation on August 3, 1998 and voided the agreement that had been signed in July. After nearly two years of uncertainty, a navigation rights agreement was reached on July 3, 2000."
4148,"In an incident related to fishing rights in the area around the South Georgia Islands, a United Kingdom patrol boat (Cordelia) seized one of ten Chilean fishing boats in the area, on March 6, 1996. The seized boat (Antonio Lorenzo) was escorted to Port Stanley in the Falkland Islands. This was one of many captures by the United Kingdom patrols in the area in recent days after the UK began enforcing a new claim to 200 miles of exclusive fishing rights around the islands; the other cases were not coded because there were no protests. Chile called for the immediate release of the fishing boat, claiming it was seized in international waters, although it is unclear when the boat or its crew were released. On March 19, 1996, Argentina and Chile made a common declaration rejecting United Kingdom control in the area. "
4149,"The Venezuela – Trinidad and Tobago fishing agreement expired in 1995. On October 30, 1996, the Venezuelan coast guard shot at a Trinidad and Tobago fishing boat (Hannah) in the Columbus Channel. Trinidadian fisherman claimed that Venezuelans rammed and fired at their ship. Venezuela, on the other hand, claimed that Trinidadian fishermen initiated the fire and rammed into their ship. The two countries exchanged protest letters on October 31, 1996. These letters led to talks between representatives on November 7, 1996."
4150,"In the ongoing territorial dispute between Guatemala and Belize tensions rose in August 1997. In one of several occasions where Belizean soldiers crossed the border to Guatemala, near the villages Sarstun and El Carrizal, Belizean soldiers supposedly entered Guatemala. Farmers accused Belizean soldiers of destroying crops that they claimed were planted in Belizean territory. Some Guatemalans also claimed that they were threatened with eviction from the land. Following these incursions, on August 26, 1997, claiming that Belizean movements “injured Guatemalan sovereignty” Guatemala’s president ordered troops to the border. Following these moves, officials agreed to meet in September to discuss the issue. It was not clear if the meeting took place"
4151,"Guatemala has been seeking the return of 12,272 square kilometers of land from Belize (more than half of Belize’s land mass) since that country’s independence in 1981. On February 24, 2000, as part of this ongoing territorial claim, 25 Guatemalan soldiers detained three Belizean soldiers and a policeman. Each country claimed that the incident took place in its own territory. According to Guatemalan officials, the Belizeans were captured outside the municipality of San Fransisco in the northern Guatemalan city of Peten. The incident was seen as a retaliation for Belizean soldiers’ shooting of a Guatemalan farmer in December 1999 (some sources say January 2000). Even though the Belizeans were released by the Guatemalan Supreme Court, the incident led to the cancellation of border talks that had been scheduled to start in Miami on March 4. Belize also started military maneuvers near the border, drawing two Guatemalan protests (March 8 and 11) and leading to the Belizean Ambassador’s eviction from Guatemala on March 8. Guatemalan Foreign Minister Orellana said Belize was “playing with fire,” and indicated that Guatemala considered the troop movements as provocation. Guatemalan officials also emphasized that they would not respond militarily and preferred a diplomatic solution. As a response to the Belizean maneuvers, the Guatemalan government announced that starting on March 17, 2000, they increased their surveillance patrols on the border. They brought the garrison in the area from 300 to 350 in order to prevent any further incidents; the increase lasted at least through mid-April, which is the time of the last report on this subject."
4152,"On the disputed border between Guatemala and Belize, tensions rose following an incursion by Belizean soldiers to the one kilometer “proximity zone” that had been set up om each side of the border with OAS assistance. Guatemalan Foreign Minister Orellana announced that on December 28 and 29, 2000, Belizean soldiers violated the “proximity zone” and placed boundary markers near the Guatemalan regions of Santa Cruz Rio Blanco and Peten. Guatemala announced that they were watching Belizean activities and that they would not be provoked. The tension was eased in early January, 2001, when Belize called off the eviction of 221 Guatemalans settled on the disputed territory. Earlier Belize had claimed that these families were settled one mile inside Belizean territory. Later in February the Belizean government changed its mind about these families and re-ordered them to leave because they were in a protected ecological area. Following a round of negotiations at Barbados, Belizean Prime Minister Said Musa announced that even though he was hopeful that some progress in the dispute would be achieved, he did not think that an “amicable settlement” would be reached in the short run. Nonetheless, on May 13, 2001, 30 Belizean soldiers harassed and then expelled at least 15 Guatemalan families from a village in the ""buffer zone"" on the disputed border. Tensions remained after this incident, but Guatemala and Belize continued to hold peace talks over the larger territorial question between them with OAS mediation."
4153,"In an ongoing territorial waters dispute over fishing rights in the Gulf of Fonseca, a Salvadoran naval force seized a Nicaraguan boat on March 7, 1997 for fishing in waters claimed by El Salvador. The Nicaraguan navy sent a boat to rescue the seized fishing boat but due to a mechanical problem the navy boat sank on the route, killing all six occupants. It was not clear what happened to the seized fishing boat"
4154,"The maritime border in the Gulf of Paria, which had been established between Venezuela and Trinidad and Tobago in 1990, experienced rising tensions in mid- April 1997, based on specific disagreements over fishing and oil exploration rights. Venezuela claimed that Trinidad and Tobago’s state oil company and Texaco were conducting illegal exploratory drilling in Venezuelan waters. They sent troops on an armed vessel to board the drilling platform and a tugboat. Trinidad and Tobago Foreign Minister warned Venezuela that the situation was “heading into very deep waters.” This incident was followed by multiple cases where Venezuelans fired at, arrested, jailed, or fined crews and captains of Trinidadian fishing boats. Trinidad and Tobago authorities encouraged negotiations to reduce the tension between two countries, with the government raising the issue before the OAS, and increased coast guard patrols in Trinidadian waters. Nonetheless, Venezuela kept warning that they would continue to preserve their integrity and sovereignty. The seized TRI fishermen were released from Venzuelean prisons on May 28. By early-August 1997, the relations between two countries were back to normal as a result of meetings between authorities."
4155,"The maritime border dispute between Venezuela and Trinidad and Tobago flared during early August 1999, when the Venezuelan National Guard boarded a Trinidad and Tobago fishing boat. They also arrested two fishermen and sent them to Caracas. The Trinidad and Tobago coast guard claimed that Venezuelan officials threw the captain of the fishing boat overboard, hands and legs bound. Trinidad and Tobago officials claimed that the area where the incident took place was open to fishermen from both countries since an agreement signed in 1998. Trinidad and Tobago officials sent a letter of protest to Venezuelan Foreign Ministry and a Foreign Ministry official to assist the two fishermen whp had been taken to Caracas."
4156,"During a dispute about oil exploration rights granted by Guyana in the territorial waters claimed by Suriname, Guyanese officials claimed that on June 3, 2000, a Surinamese aircraft intruded into Guyanese airspace on a reconnaissance mission. The same night one or two (depending on reports) Surinamese boats came to the mouth of the disputed Corentyne River between the two countries. Surinamese forces ordered the CGX oil rig (a Canadian oil exploration company operating under a Guyanese permit) to leave the area in 12 hours. CGX moved its rig outside the disputed area. Guyanese officials issued a protest, but the Surinamese government claimed they were protecting their rights and territory. While Foreign Minister level negotiations were going on between Guyana and Suriname, Guyana started to deploy “a few hundred soldiers” along the river on June 4; the Guyanese government confirmed the reports. The following day, on June 5, as a response to the Guyanese buildup along the Corentyne River, Suriname started to send anti-aircraft weapons, troops, low flying aircraft, and gunboats to the border. Despite a second round of Foreign Minister level negotiations starting on June 6th, which resulted in a joint communiqué, Guyana accused Suriname on June 10 of violating its airspace. Locals along the border said both sides were guilty of airspace."
4157,"Following the transfer of Guyana from Dutch to British ownership at the turn of the 19th century Guyana and Suriname, two countries experienced problems regarding their undetermined border. The Corentyne River is one of the disputed areas. Suriname has been strengthening its army in near past while Guyanese coast guard has been under-funded. In September 2000, Surinamese soldiers pursued an unlicensed speedboat to shore at Scotsburg, Guyana. The boat was occupied either by civilians or by criminals/smugglers. Residents in the area claimed shots were fired during the incident and that Surinamese soldiers tried to relaunch the boat in the water. The Guyanese complaint was based on the fact that the incident took place on their territory. The two countries’ presidents talked about the incident when they met at the South American leaders’ summit in Brazil. Guyana’s President Venetiaan said that the incident should not be exaggerated and used as an excuse to raise tensions. Opposition in Guyana used this incident to call for increased military spending."
4158,Turkey enters into Iraq to attack PKK (Kurdish) forces based in Northern Iraq.
4159,This dispute consists of one incident in which Iran increased its border forces along the Afghan border and closed the border. The border closure was due to concern about the influx of Afghan refugees. Iran is coded as the revisionist state because its actions are aimed at checking the flow of refugees from Afghanistan by tightening control over the border.
4160,"This dispute consisted of 9 incidents between Iran and Afghanistan. The dispute was touched off by the deaths of Iranian diplomats in Afghanistan. On 8/8/98, following the capture of Mazar-e Sharif, Taliban forces forced their way into the Iranian consulate and killed 8 Iranian diplomats. Following Iranian protests, Afghanistan began massing troops along the border later in August 1998. In response, Iran deployed 200,000 troops to the Iran-Afghanistan border as a show of force on 9/1/98. These troops remained in the area on alert. Afghanistan responded to the Iranian action by fortifying its border and threatening to target Iranian cities if Iran attacks. Iran violated the Afghan border on 10/2/98, increasing the level of hostility between the two sides. Hostility further increased on 10/8/93 when Taliban forces attacked an Iranian border post and a three-hour clash ensued. Iranian forces claimed to have destroyed 3 Afghan border posts and inflicted ""heavy"" casualties on Taliban forces. This dispute does not appear to have a clear revisionist actor. The Taliban is acting to consolidate its hold in northern Afghanistan and Iran's actions are in response to the death of her diplomats."
4161,This dispute consisted of one incident in which Iranian forces shelled Afghan forces as the Iranian-backed Hizbe Wahdat Afghan group suffered defeat to Taliban forces. Reports indicate that during the attacks Iranian forces crossed into Afghanistan. Taliban forces did not retaliate against the attacks but did issue a protest. This dispute consisted of one incident in which Iranian forces shelled Afghan forces as the Iranian-backed Hizbe Wahdat Afghan group suffered defeat to Taliban forces. Reports indicate that during the attacks Iranian forces crossed into Afghanistan. Taliban forces did not retaliate against the attacks but did issue a protest.
4162,"Lesotho's king Lutsie III ousted Prime Minister Ntsu Mokhekle (8/17/94) with force. South Africa (along with Zimbabwe and Botswana) urged the reinstatement of the Prime Minister (8/25/94). During 9/7-9/9/94, South Africa takes escalatory action against Lesotho, including (repeatedly) massing troops at the border, threatening blockade, and flying fighters over a Lesotho military base. Lesotho responds by fortifying its border."
4163,Togo claims guerrilla activity along the border with Ghana. Togo seals border and deploys troops.
4164,"After the ICJ awarded disputed territory to Chad, Libya fortified troops in the Aozou strip area. The ICJ criticized Libya's actions."
4165,"Camerounian troops attacked a Nigerian post and captured it, only to lose it later in a Nigerian counteroffensive."
4166,This is part of an ongoing dispute over owenership of the Bakassi peninsula region. Several skirmishes take place. Cameroun and Nigeria both initiate attacks.
4168,"An Angolan soldier was killed near the Angola-Congo border after he killed 2 villagers. In retaliation, Angolan soldiers crossed into Congo and engaged in battle with Congolese Army soldiers. The battle appears to have been short lived and did not escalate."
4169,"Mozambique condemns Swaziland for a border violation. Swaziland pledges to ""better relations."" No further details available."
4170,"Due to border closures, rebel incursions, tensions between Uganda and Zaire are already high. Rebels from Zaire reportedly attacked Ugandan soldiers leading to a military build-up along the border by Uganda. When rebels attacked again, Ugandan troops pursued them back into Zairean territory. Zaire protested this as an attack on Zaire."
4171,"As a part of a longstanding dispute over fishing rights and territorial waters in the Gulf of Fonseca, Honduras claimed that Nicaraguan boats shot at Honduran fishermen in Honduran waters on January 9, 1997, and arrested fourteen of them. Nicaragua claimed that the incident took place in their territorial waters, and released the fishermen two days later but kept their eleven fishing boats. According to our sources two other seizures by Nicaragua took place in December 1996 and December 1997, but these did not draw protests from Honduras and were not coded. In mid-April, Nicaraguan navy boats seized several Honduran fishermen. This followed the arrest of four fishermen on April 17 and preceded the arrest of another eight on April 23. The Honduran Foreign Minister claimed that these arrests took place in Honduran territorial waters near the border. Later, on April 24, a Honduran naval force captured four Nicaraguan fishermen. On April 30 Nicaragua and Honduras agreed to exchange the arrested fishermen. Three Nicaraguan speedboats intercepted and confiscated a Honduran fishing boat on May 22. Honduran government claimed that the incident took place in their territorial waters. The Nicaraguan navy confiscated another 11 Honduran fishing boats on May 29, although Honduran naval forces intercepted and freed six of the boats. Around this same time, Nicaraguan boats fired at Honduran patrols. Claiming that the incidents took place in Nicaraguan waters, Nicaraguans called the Honduran protest “absurd.” Six of the 14 fishermen who were captured escaped shortly afterwards, and some of the remaining boats were returned by Nicaraguan authorities. Additional incidents took place in early August, when Nicaraguans several times seized Honduran fishing boats. By the end of September 1997 there was still no settlement in place."
4172,"Ongoing Venezuelan struggle with Colombian rebels crossing the border between two countries led to a new dispute. On February 6, 1997, about ten Colombian rebels from the ELN crossed the Venezuelan border and ambushed Venezuelan troops, wounding three soldiers. Venezuelans pursued the rebels back to the Arauca River along the border, where they fired on a boat that they believed to contain rebels. The boat was carrying Colombian civilians and as a result of Venezuelan fire, one child died, three children and two adults were hurt. While Colombian Foreign Minister protested Venezuelan “overreaction,” Venezuela protested the rebel attack. On April 9, 1997, both countries agreed to step up their military presence on the border to confront violence by Colombian rebels."
4173,Outpost of Russian troops guarding Turkish-Armenian border came under fire from a Turkish outpost.
4174,"On August 15, 1997 the United States Coast Guard seized a Russian fishing boat in the Bering Sea for illegally fishing in American waters. The Russian Duma requested the ship be released in a statement on September 13. There is no indication that the boat was ever released, and some indication that the boat and its gear were confiscated by the United States."
4175,This MID was a series of border clashes between Armenia and Azerbaijan.
4176,"This dispute consists of two incidents in which CIS forces were placed on alert along the Afghan border in the wake of Taliban fighting in Northern Afghanistan. In addition, Uzbekistan deployed forces to reinforce its border with Afghanistan. This dispute consists of two incidents in which CIS forces were placed on alert along the Afghan border in the wake of Taliban fighting in Northern Afghanistan. In addition, Uzbekistan deployed forces to reinforce its border with Afghanistan."
4177,This dispute consists of one incident in which Uzbek forces (including 50 border guards) crossed into Kyrgyz territory and began constructing fortifications around Uzbek oil wells. Kyrgyzstan insisted that the Uzbek forces withdraw-which they subsequently did on an unspecified date.
4178,This dispute consists of one incident in which Chinese border forces shot a Mongolian national that crossed the border into China. Mongolia protested the incident This dispute consists of one incident in which Chinese border forces shot a Mongolian national that crossed the border into China. Mongolia protested the incident
4179,This dispute consisted of 2 incidents in which Uzbek fighters bombed Tajik territory in an attempt to destroy rebel forces that had fled to Tajikistan. The Uzbek actions were initially denied by Uzbekistan but were later admitted. Tajikistan protested both bombings. This dispute consisted of 2 incidents in which Uzbek fighters bombed Tajik territory in an attempt to destroy rebel forces that had fled to Tajikistan. The Uzbek actions were initially denied by Uzbekistan but were later admitted. Tajikistan protested both bombings.
4180,"This dispute consists of two incidents in which Chinese naval forces conducted naval exercises around the disputed Senkaku Islands. In the May 1999 incident, Japanese patrols spotted 12 Chinese warships cruising in waters around the Senkaku Islands, within Japan's exclusive economic zone. In the July 1999 incident 10 Chinese vessels were sighted near the Senkakus conducting drills. This dispute occurred within Japan's exclusive economic zone."
4182,"This dispute contains hundreds of militarized incidents between, primarily, Israel and Lebanon. Syria sporadically participated on the side of the Lebanese. Virtually all of the incidents occur when Israel attacks Hezbollah guerillas in Southern Lebanon in response to Hezbollah attacks on Israeli troops. Israeli violations of the Lebanese border, in an effort to monitor Hezbollah activities, are also common. Lebanon repeatedly protests the incursions, and often fights with the Hezbollah guerillas when the Israeli forces attack. The dispute begins in 1993 and continues through December 2001 with remarkably little change in the character of the incidents. The dispute is, therefore, still ongoing with no outcome or settlement."
4183,"Between May 25, 1997 and May 27, 1997 Canada seized four American fishing boats in the Pacific Northwest after Salmon quota negotiations between the two states broke down. Canada has repeatedly charged the United States with over- fishing in the area. All four boats were released after their Captains appeared in Canadian court and paid a fine."
4186,"This dispute deals with the relationship between NATO and Yugoslavia. At this time KFOR was patrolling the border between Kosovo and Yugoslavia, but a number of rebels from Kosovo were continuing to infiltrate into Yugoslavia and attack Serb police officers. Yugoslavia originally moved forces to the border to counter the actions by the Kosovars and this was met with a NATO threat."
4187,"This dispute includes two border fortifications, one by Djibouti against Eritrea, the other several months later by Eritrea against Djibouti. The first fortification was motivated by Djibouti’s desire to limit the potential for Eritrean forces to launch attacks against Ethiopia through Djibouti. Djibouti sided with Ethiopia in the war that erupted between Ethiopia and Eritrea in 1998. Reports regarding the second fortification suggest that Eritrea was demonstrating its displeasure by massing troops on the border with Djibouti, which allowed landlocked Ethiopia access to its seaports for supplies during the conflict."
4188,"Ethiopian forces attacked the Dambala Fuchana village, in northern Kenya on the border with Ethiopia apparently in pursuit of rebel Oromo Liberation Front (OLF) militiamen who had killed over 30 Ethiopian troops in three previous days of fierce fighting. During the incident, on 16th January 1999, Ethiopian troops were in hot pursuit of OLF militiamen before Kenyan security personnel repulsed them. The Kenyan government lodged an official protest with the Ethiopian government following the incursion. The normally friendly governments met 5 months after the incident and issued a joint communiqué  ́o step up border security and cooperation in the area."
4189,"After their short but bloody 1995 conflict in the Cordillera del Condor region, tensions continued to rise periodically between Ecuador and Peru. In late July, Peru charged, Ecuadorean troops had occupied a disputed portion of territory 11 kilometers long and 22.8 kilometers deep. Ecuador denied the allegations, but Peru refused to negotiate until the Ecuadorean troops pulled out. There were no clashes reported. Fujimori called off his trip to Colombia following Ecuador’s infiltration. On July 28, 1998, two Peruvian soldiers were injured after stepping on land mines near the disputed border. While Peru accused Ecuador for planting them, Ecuador claimed Peru was building up troops in the region. On August 1, 1998, Peru deployed heavily armed army contingents from Chachapoyas to El Milagro Base. In July, they had deployed troops from San Ignacio Base and Chachapoyas to El Milagro. Peru also prevented fishing boats in Tumbes from sailing off. Ecuador did not mobilize in response, but “strengthened its mechanisms” and asked MOMEP (the Ecuador-Peru Military Observers’ Mission) to expand its area of vigilance. Peru claimed that the movements were parts of “strictly preventive actions and military maneuvers” and rejected the protest by Ecuador Defense Minister on August 4. According to the media Peru was dissatisfied by the Ecuador’s lack of determination to sign a definitive peace treaty. As a result of an August 13 agreement MOMEP expanded its surveillance over the entire region. 16 Ecuadorian and 27 Peruvian bases erected during the 1995 fighting started being dismantled. Early in September, both militaries started to withdraw from the disputed region. After another Ecuadorian mine killed a Peruvian officer and injured another, Ecuador submitted a map of mined border areas to MOMEP. By the end of September 1998, two countries approved a draft trade and navigation treaty. The peace treaty was signed on October 26, in Brasilia. It gave a one square-kilometer of Peruvian territory, Tiwinza, in the middle of the jungle and another 34 kilometers on the border to Ecuador. In return, Peru received a 75 kilometer stretch of the border region. The border marking ceremony took place on January 19, 1999."
4190,"An AFP news report says, ""Syria has massed troops near the border with Turkey following reports that Ankara was behind four blasts that rocked the country in recent weeks, Al-Hayat daily reported Saturday"" (AFP, 6/15/96, 15:10 GMT). Based on this news article, we may suppose concerning ME00065 that Syria first committed a border fortification in reaction to the bomb explosion, accusing Turkey of attempting to kill Abdallah Ocalan, the leader of the Kurdistan Workers Party, who has been sheltered near Damascus in Syria. We may also suppose that Turkey responded by fortifying its border, and the US threatened Syria that it risks confrontation with the American military if Syria goes to War with Turkey. An AFP news report says, ""Syria has massed troops near the border with Turkey following reports that Ankara was behind four blasts that rocked the country in recent weeks, Al-Hayat daily reported Saturday"" (AFP, 6/15/96, 15:10 GMT). Based on this news article, we may suppose concerning ME00065 that Syria first committed a border fortification in reaction to the bomb explosion, accusing Turkey of attempting to kill Abdallah Ocalan, the leader of the Kurdistan Workers Party, who has been sheltered near Damascus in Syria. We may also suppose that Turkey responded by fortifying its border, and the US threatened Syria that it risks confrontation with the American military if Syria goes to War with Turkey."
4191,Turkish helicopters violated Iranian airspace and attacked a Kurdish village in northwest Iran.
4192,"This dispute entails several incidents between Iran and Iraq. In the first incident, Iran attacks on 7/27/1996 the Iranian rebel Kurds. Then, on 8/23/1996 Iran sent troops to Northern Iraq to participate in the battle between the Patriotic Union of Kurdistan and the Kurdistan Democratic party on the side of the former. As a result, Iraq protests accusing Iran of violating its sovereignty by shelling residential quarters in the Kurds-controlled northern Iraq. Then on 8/26/1996 an Iranian boat containing four armed people in military uniform seized an Iraqi fishing boat. Later, sometime during September of that same year Iraqi Deputy PM sent a message to the UN claiming that Iran was massing troops and conducting military exercises on its border with Iraq. Then on 1/3/1997, Iraq deployed three divisions of its armed forces along its border with Iran. (FG)"
4193,"Turkey and Greece have repeated clashes and violations of airspace in the Aegean Sea. Eventually, these clashes and violations stop without any settlement."
4196,"On February 24, 1996 the Cuban air force shot down two unarmed Cessna aircraft, belonging to the USA based anti-Castro group 'Brothers to the Rescue.' US President Clinton voiced outrage and condemned the attack."
4197,"Russia deployed seven bombers capable of carrying nuclear weapons to bases in the Arctic as a ""training exercise."" These confrontations were routine during the Cold War but not at the time of this dispute. Canada and the United States responded by moving fighters and AWACS radar planes to northern bases to counter what NORAD described as a ""potential threat."" Pentagon spokesman, Kenneth Bacon stated, ""We would anticipate that, in the next few days, they [the Russians] might fly one or several of these planes through the Bering Straits and close to Alaska."" Russia deployed its planes sometime in late November - we assume November 26; the United States and Canada deployed their planes on November 30. It is not clear how long these deployments lasted. There is no evidence of future discussions among the participants regarding Russia's military presence in the Arctic. More specifically, it is not clear whether Russia removed its planes from the Arctic or whether Canada and United States decided to allow Russia to conduct future such training exercises in the Arctic."
4200,"Yemen charged that Eritrea was still seizing Yemeni fishing vessels from territorial waters, and referred to 24 fishermen detained by the Eritreans. Yemen said that ""piracy"" against Yemeni vessels by Eritrean patrols has been repeated, and that a patrol of the Eritrean coastal guard on August 21 seized six Yemeni fishing vessels along with the 24 fishermen aboard who were fishing in the high seas. Yemen and Eritrea had a territorial water dispute that flared after Eritrea seized the island of Greater Hanish in 1995. The International Court of Justice ruled the return of the island to Yemen in May 1998. By December 1999 Yemen and Eritrea have accepted the second ruling of the ICJ over their maritime boundaries. The ICJ stipulated that the boundary would be positioned equidistant between the two countries, while Yemen will retain some sovereignty over the Hanish islands, Eritrean fishermen will be allowed to fish in the area."
4201,"This dispute consists of 19 militarized incidents between 9/1999 and 3/2001 involving Russia, Uzbekistan, and Afghanistan. This dispute centers around the threat posed to Tajikistan and Uzbekistan by Islamic militants operating out of and being supported by Afghanistan. The dispute involves a series of alerts and border fortifications by Russian forces in Tajikistan as a means of countering threats from Afghanistan. At the same time, Afghanistan also placed its forces on alert and fortified its border. The highest level of conflict in the dispute occurred in June 2000 when a clash occurred between Uzbekistan and Afghanistan. The clash occurred when Uzbekistan launched airstrikes into Afghanistan. Afghan forces returned fire, shooting down and Uzbek plane & killing 2 pilots."
4203,"Yemen and Saudi Arabia have had problems with their border for many years (Mideast Mirror. Dec. 9, 1997, Section: Saudia Arabia, Yemen, Vol. 11, No. 239 refers to this as Yemen’s “decades-old border dispute with Saudi Arabia”). In 1995, they signed an agreement in which Yemen gave up its claims to three border provinces: Aassir, Najfan and Jizan. But there were other areas in dispute. Information about actions on the borders is vague. SAU would like to have a corridor to the Arabian Sea, and this would have to go through territory of Yemen and/or Oman. As well, some of the areas in dispute are “believed to be rich in oil deposits” (Agence France Press, Dec. 08. 1997, International News ). There are a number of confrontations between these two countries about disputed territory. In most cases, SAU takes the initiative on these matters. Note: MID 203 now includes incidents from MID 204. Ric Stoll 7/23/02. NARRATIVE SOURCES Agence France Presse October 21, 1997 21:15 GMT International news"
4205,"This dispute involves three military incidents between Iran and Iraq. On September 29, 1997 Iran bombed rebel bases (the MKO) inside Iraq. Iraq responded by flying planes over the area - in violation of the US imposed No Fly Zones. No further incidents were recorded regarding the rebel group. In November of 1997 the Iraqis siezed an Iranian fishing crew after their boat sank on the Iraqi side of the Shattol=Arab River. Iran protested in April 1998, saying the crew had still not been released and demanded an explanation. This dispute should be viewed as evidence of continuing hostility between these two states."
4206,Turkey enters into northern Iraq to fight the Kurds. They eventually withdraw on their own timetable.
4208,Turkey again invades Iraq to attack the Kurds.
4210,On two separate occasions Turkish jets violate Greek airspace in the Aegean and are intercepted by Greek fighters.
4212,"The background of the dispute is that Chechen rebels had occupied two strategic gorges in Georgia, which Georgia appeared to be powerless to halt. Russia asked the Georgian government for permission to conduct attacks on those gorges and to use Georgian territory to facilitate further activity. Georgia refused this request. Nevertheless, Russian helicopters, gunships, and warplanes made several attacks on Chechen rebels near the Georgian-Chechen border, with some of the attacks taking place on Georgian territory. Georgia protested the attacks."
4213,USA patrol boats stopped and detained two Russian tankers suspected of carrying sanctioned Iraq oil from the Persian Gulf. Russian Foreign Minister demanded the immediate release of the tanker.
4214,"Equatorial Guinea seized Lithuanian fishing boat in international waters. Lithuania sent protest notes demanding its immediate release. Equatorial Guinea later charged the ship with illegal fishing; Lithuania protested again, claiming no fishing equipment was on board."
4215,"When USA and British planes bombed Iraq, Iraq claimed that Kuwait was part of the attack. In response, Kuwait placed its forces on alert."
4216,"With the hope of preventing an air war between Iraq and Iran, the United States ordered its aircraft carrier, Nimitz, to the Persian Gulf ahead of schedule. American officials described the order as a warning to Iran against launching another round of air attacks on Iraq in violation of the flight exclusion zones in northern and southern Iraq. Iranian aircraft violated the no-fly zone in southern Iraq when they attacked the bases of Iranian rebels who operated from Iraq. The action was also intended to deter Iraq from engaging an air war with Iran. Iran discontinued its attacks on targets in southern Iraq, although it did not indicate that it was acting in response to the United States' show of force."
