DispNum3,DispNum4,Story
4559,70401,"Following an arms heist by rebels from Thailand, Malaysia increased its border forces along the Malaysia-Thailand border to prevent further incursions.  Apparently, some of these additional soldiers crossed over into Thai territory, and were captured, but later released, by Thai military forces."
4560,70402,"While investigating reports of Thai boats illegally fishing in Indonesian waters, the Indonesian military sank one of the Thai fishing boats after it opened fire on them."
4564,70406,"Continuing the issues surrounding MID 70203, instability along the Thailand- Myanmar border was a source of conflict for the two countries. Both countries put more troops on their shared border, and one Thai border guard was killed during an incidental clash with Burmese soldiers."
4563,70405,Three Nepalese security officers crossed the Indian border in pursuit of Nepalese rebels and were subsequently arrested by Indian authorities.
4565,70407,India placed its troops on the Myanmar border on alert after Burmese rebelsshot and killed an Indian officer.
4562,70404,Myanmar naval vessels destroyed a Thai fishing boat found in Myanmar'swaters.
4561,70403,"India fires upon and kills three Pakistani fishermen in Indian territorial waters.Indian forces also seized multiple fishermen, but Pakistan only protests theshooting, so the seizure is not coded."
4569,70504,A dispute over construction of barracks and checkpoints around temples inthe Preah Vihear region disputed between Thailand and Cambodia promptedeach side to deploy troops to their shared border in the region.
4570,70505,Civil disturbances in southern Thailand prompted Malaysia to deployadditional troops to prevent any conflict spillover into Malaysian territory.
4567,70502,"Indonesia and Malaysia disputed control over an oceanic oil field in theAmbalat area. Both sides made shows of force in the area using ships andplanes. They also increased troops on their mutual border, with Indonesiaputting its border forces on alert at one point.  No hostilities were exchangedbetween the two sides, and control of the region remains disputed."
4566,70501,"On January 18, 2005, India put its forces on alert along the Line of Control inKashmir after explosions occurred on the Indian side of the border.  It isunclear whether the fire came from non-state militants or Pakistani forces.  Ina separate incident, Pakistan protests an Indian incursion on Pakistaniterritory wherein individuals were attacked and seized.  Pakistan later firedupon Indian forces attempting to demark Indian territory along the Line ofControl."
4568,70503,"US military drones attacked a suspected Al-Qaeda site in the Waziristanregion of northern Pakistan, resulting in multiple militant and civiliancasualties."
4571,70506,"US military drones attacked several suspected Taliban and Al-Qaeda sites inthe Waziristan region of northern Pakistan, resulting in multiple militant andcivilian casualties."
4572,70601,"The Thai military detained six Malaysian soldiers who crossed into Thailand.It is unclear when, or if, the soldiers were released."
4573,70602,"Afghani and Pakistani forces clashed briefly when Pakistani troops cameacross the border to survey for a border gate.  In response to the clash,Afghanistan deployed additional troops to the border."
4574,70603,"Continuing the underlying issues of 70202 and 70405, Thailand reinforced one of its bases on the border with Myanmar after a Thai helicopter took fire from unidentified forces across from the Myanmar side of the border.  It is unclear if the shots were fired from Myanmar troops or rebels based near the border."
4576,70605,"Afghani and Pakistani forces clashed multiple times along their mutual border with small-arms fire.  Similar to the clashes in MID 70202, the incidents appeared to be localized clashes and not part of any larger offensive."
4575,70604,"In a continuation of MID 70509, US military drones routinely attacked suspected Taliban and Al-Qaeda sites in the Waziristan region of northern Pakistan.  These attacks resulted in multiple militant and civilian casualties, but no military fatalities."
4577,70701,"American warplanes violated Pakistani airspace on two occasions in operations against rebels based in Pakistan. During one of the violations, the planes bombed Pakistani territory, killing a paramilitary soldier."
4579,70703,"Continuing the events of MID 70203, 70406 and 70603, a Thai soldier was killed by Burmese forces who were fighting Karen rebels near the Thai border."
4578,70702,"The border between Iran and Afghanistan in the Nimroz region developed into a source of conflict for the two countries.  Iranian and Afghani border forces briefly clashed over the border, with each side suffering one fatality. Later, Iranian troops shot and killed several Afghani citizens suspected of attempting to illegally cross the border."
4580,70704,"India moved 6000 troops to its border with China after local reports of Chinese troop incursions into Bhutan.  Although India stated that it could not confirm the accuracy of such reports, it nonetheless deployed the additional troops as a safeguard against future incursions."
4581,70801,"During 2008 and 2009, US forces carried out several attacks against suspected Taliban and Al-Qaeda hideouts in the mountainous regions of Pakistan near the Afghanistan border.  These attacks were mostly carried out through unmanned drones, although, in some rare instances, the attacks were conducted by manned helicopter gunships.  On a few occassions, Pakistani troops fired at these aerial forces, resulting in brief, but deadly, clashes."
4582,70802,"This MID is comprised of a few brief, localized hostilities over the India- Bangladeshi border.  In one incident, Indian border troops shot and killed three Bangladeshi cattle traders near the border after accusing them of attempting to illegally cross into Indian territory. In another, Indian and Bangladeshi border troops exchanged fire."
4584,70804,"Similar to MID 70202, Afghan and Pakistani troops clashed several times along the border, resulting in a few casualties.  The incidents appear to be localized conflicts and not part of any larger offensives."
4586,70806,Malaysia deploys six warships to its maritime border with Indonesia to prevent illegal fishing in the Straits of Malacca by Indonesian fishermen.
4587,70807,Sri Lankan naval vessels twice attacked Indian fishermen for entering Sri Lankan waters.
4588,70808,"Thailand and Cambodia exchanged hostilities over the disputed Preah Vihear temple area, which is owned by Cambodia, but nominally claimed by Thailand.  The MID began when Thailand deployed almost 1,000 troops to occupy and assert control over the region.  The troops remained in the region for an unknown amount of time.  Aside from this occupation, the MID is mostly characterized by small-arms and artillery clashes between military forces of the two states over the border near the disputed region, with Thailand seeking to attain control of the temple area and Cambodia seeking to prevent incursions and occupations by Thai troops."
4583,70803,"This MID is characterized by a few localized hostilities.  In one incident, Iranian border troops killed a dozen Afghan civilians on the border. In another, Iranian and Afghan troops clashed near the border after Iranian troops crossed into Afghanistan and claimed some Afghan farmland as belonging to Iran."
4591,70811,Myanmar repeatedly deployed additional troops and artillery to its border with Bangladesh in an effort prevent incursions into Myanmar by rebels from bases in Bangladesh and to balance the local distribution of power with Bangladeshi military forces already placed in the area.
4589,70809,"A platoon of Indonesian soldiers raided a border village in Papua New Guinea, while purportedly in search of a missing Indonesian officer."
4585,70805,"India and Pakistan become engaged in a series of incidents following the 2008 Mumbai attacks.  Several border clashes occurred as a result of Indian counter-insurgency operations and amid claims by Indian officials that Pakistani forces were aiding and abetting Lashkar-e-Taiba, who seek independence in the area."
4590,70810,Bangladeshi and Indian troops clashed while Indian troops were attempting to prevent cattle from being smuggled into India by boat.
4592,70812,Bangladesh deployed two warships to halt the progress of Indian naval and survey vessels that intruded into Bangladeshi waters.
4594,70902,"Two Iranian soldiers repeatedly crossed over into the Nimroz region of Afghanistan  After being warned by Afghani soldiers to leave the area, the two Iranian soldiers began firing their weapons.  When they fired on Afghanistan soldiers, the two sides exchanged fire, wherein one of the Iranian soldiers was killed and one was captured"
4595,70903,"During a clash with Karen National Army rebels, two Myanmar artillery shells landed on Thai soil, injuring two Thai soldiers.  Myanmar never apologized for the incident, and Thailand sent a letter of protest to the Myanmar government over the incident."
4597,70905,Iran moved troops to its border with Pakistan following a suicide attack on the Iranian army.
4593,70901,"The underlying issue of this MID continues to be hostilities exchanged over the porous and contentious border between India and Bangladesh.  On several occassions, Indian and Bangladeshi troops exchanged fire, and troops from the two sides occassionally carried out localized raids against civilians and villages near the border."
4596,70904,"Continuing the underlying issues of MID 70811, Myanmar continued to deploy military forces to its border with Bangladesh to combat incursions into Myanmar over the porous border between the two countries.  In response, Bangladesh fortified its side of the border against the increased Myanmar military forces."
4598,71001,"NATO air forces routinely entered Pakistan to launch air strikes on suspected Taliban hideouts. In one incident, a NATO helicopter engaged Pakistani soldiers at a border outpost after the soldiers began firing, killing 3."
